,turn_number,round_number,name,personality_vector,emotional_state,base_action_probs,location_state,conversation_partner,turn_number,round_number,name,turn_number,round_number,name,personality_vector,emotional_state,base_action_probs,location_state,conversation_partner
61,61,8,Agnes,[ 0.32504457 -0.37657785  0.04013604  0.09342056 -0.63029109],[0.982      0.69626565 0.96319788],"{shouts: 0.06293877301379446, shares: 0.055931751930627216, leaves_conversation: 0.03169354582602385, makes_smalltalk: 0.040178558389498284, makes_deeptalk: 0.0520078727840738, gives_controversial_opinion: 0.04099435654875522, changes_the_topic: 0.04888935203588551, shows_interest: 0.05351037244433987, shows_concern: 0.037365122936388426, laughs: 0.11487745372218866, jokes: 0.049468599742640895, gives_an_insult: 0.03562276817560996, brags: 0.06293877301379446, yawns: 0.08914720827855069, supports: 0.046691558640058105, rants: 0.043417833438641674, stands_in_corner: 0.03169354582602385, leaves_room: 0.053163953510464226, starts_conversation: 0.049468599742640895}",Kitchen,Phyllis,61,8,gives_controversial_opinion,87.0,12.0,Patrick,[-0.95883101  0.9398197   0.66488528 -0.57532178 -0.63635007],[-0.51919098 -0.50751551 -0.20218714],"{shouts: 0.06957655625865215, shares: 0.04662475757045673, leaves_conversation: 0.03935654868128403, makes_smalltalk: 0.08150035254984699, makes_deeptalk: 0.04546877920488403, gives_controversial_opinion: 0.03787613302124162, changes_the_topic: 0.037121087533737426, shows_interest: 0.03781934306265424, shows_concern: 0.039432179326391176, laughs: 0.06520256203075359, jokes: 0.05041869048370279, gives_an_insult: 0.047498927867347156, brags: 0.06957655625865215, yawns: 0.06214830822444462, supports: 0.04896600353588321, rants: 0.06785699648862716, stands_in_corner: 0.03935654868128403, leaves_room: 0.0637809787364542, starts_conversation: 0.05041869048370279}",Lounge,Jacquelyn
62,62,8,Dorothy,[ 0.85331773  0.45454399 -0.34691846  0.14088795  0.04166852],[0.97034405 0.8090677  0.59684022],"{shouts: 0.046286777489831114, shares: 0.05122015383486715, leaves_conversation: 0.04801591767428388, makes_smalltalk: 0.03882643234809704, makes_deeptalk: 0.06325010421395989, gives_controversial_opinion: 0.036093256130044334, changes_the_topic: 0.042164521612617925, shows_interest: 0.0871031226954823, shows_concern: 0.055181555096054526, laughs: 0.06182656567550359, jokes: 0.04249598761669677, gives_an_insult: 0.050210072220450985, brags: 0.046286777489831114, yawns: 0.08757061854766983, supports: 0.04864857143397375, rants: 0.04513923728203039, stands_in_corner: 0.04801591767428388, leaves_room: 0.059168423347624684, starts_conversation: 0.04249598761669677}",Lounge,Robin,62,8,makes_smalltalk,88.0,12.0,Agnes,[ 0.32504457 -0.37657785  0.04013604  0.09342056 -0.63029109],[0.991      0.87926565 0.989     ],"{shouts: 0.06293877301379446, shares: 0.055931751930627216, leaves_conversation: 0.03169354582602385, makes_smalltalk: 0.040178558389498284, makes_deeptalk: 0.0520078727840738, gives_controversial_opinion: 0.04099435654875522, changes_the_topic: 0.04888935203588551, shows_interest: 0.05351037244433987, shows_concern: 0.037365122936388426, laughs: 0.11487745372218866, jokes: 0.049468599742640895, gives_an_insult: 0.03562276817560996, brags: 0.06293877301379446, yawns: 0.08914720827855069, supports: 0.046691558640058105, rants: 0.043417833438641674, stands_in_corner: 0.03169354582602385, leaves_room: 0.053163953510464226, starts_conversation: 0.049468599742640895}",Kitchen,Phyllis
63,63,9,Robin,[-0.25091976  0.90142861  0.46398788  0.19731697 -0.68796272],[-0.68001096 -0.77283278  0.77795229],"{shouts: 0.07655987180318331, shares: 0.05214043044055023, leaves_conversation: 0.03229397311430043, makes_smalltalk: 0.059193911751783096, makes_deeptalk: 0.04895843300031232, gives_controversial_opinion: 0.03298589065217231, changes_the_topic: 0.03315694789892485, shows_interest: 0.045303135962283525, shows_concern: 0.04075600911988259, laughs: 0.07877462827221966, jokes: 0.0632321916336573, gives_an_insult: 0.03764411188021633, brags: 0.07655987180318331, yawns: 0.06892185772365128, supports: 0.057785780495236964, rants: 0.049806002598201705, stands_in_corner: 0.03229397311430043, leaves_room: 0.050400787102283094, starts_conversation: 0.0632321916336573}",Lounge,Dorothy,63,9,laughs,89.0,12.0,Phyllis,[-0.39077246 -0.80465577  0.36846605 -0.11969501 -0.75592353],[ 0.12535382 -0.51122296  0.9631408 ],"{shouts: 0.07512817058796054, shares: 0.04849921846976797, leaves_conversation: 0.03316722456491322, makes_smalltalk: 0.059887771454660406, makes_deeptalk: 0.04488410157223622, gives_controversial_opinion: 0.047340903884494946, changes_the_topic: 0.0494116868580792, shows_interest: 0.039769321797751035, shows_concern: 0.036912693202623345, laughs: 0.08434803181934175, jokes: 0.05347685505961983, gives_an_insult: 0.038712030141472675, brags: 0.07512817058796054, yawns: 0.06871296215030313, supports: 0.048741640913173394, rants: 0.05312835898043517, stands_in_corner: 0.03316722456491322, leaves_room: 0.056106778330673714, starts_conversation: 0.05347685505961983}",Kitchen,Agnes
64,64,9,Patrick,[-0.95883101  0.9398197   0.66488528 -0.57532178 -0.63635007],[-0.58219098 -0.58951551 -0.25918714],"{shouts: 0.06957655625865215, shares: 0.04662475757045673, leaves_conversation: 0.03935654868128403, makes_smalltalk: 0.08150035254984699, makes_deeptalk: 0.04546877920488403, gives_controversial_opinion: 0.03787613302124162, changes_the_topic: 0.037121087533737426, shows_interest: 0.03781934306265424, shows_concern: 0.039432179326391176, laughs: 0.06520256203075359, jokes: 0.05041869048370279, gives_an_insult: 0.047498927867347156, brags: 0.06957655625865215, yawns: 0.06214830822444462, supports: 0.04896600353588321, rants: 0.06785699648862716, stands_in_corner: 0.03935654868128403, leaves_room: 0.0637809787364542, starts_conversation: 0.05041869048370279}",Lounge,Jacquelyn,64,9,shows_interest,90.0,12.0,Robin,[-0.25091976  0.90142861  0.46398788  0.19731697 -0.68796272],[-0.62101096 -0.68383278  0.81695229],"{shouts: 0.07655987180318331, shares: 0.05214043044055023, leaves_conversation: 0.03229397311430043, makes_smalltalk: 0.059193911751783096, makes_deeptalk: 0.04895843300031232, gives_controversial_opinion: 0.03298589065217231, changes_the_topic: 0.03315694789892485, shows_interest: 0.045303135962283525, shows_concern: 0.04075600911988259, laughs: 0.07877462827221966, jokes: 0.0632321916336573, gives_an_insult: 0.03764411188021633, brags: 0.07655987180318331, yawns: 0.06892185772365128, supports: 0.057785780495236964, rants: 0.049806002598201705, stands_in_corner: 0.03229397311430043, leaves_room: 0.050400787102283094, starts_conversation: 0.0632321916336573}",Lounge,Dorothy
65,65,9,Ronnie,[-0.41754172  0.22370579 -0.72101228 -0.4157107  -0.26727631],[-0.08786003  0.57035192 -0.60065244],"{shouts: 0.04750938826597255, shares: 0.03917147959307089, leaves_conversation: 0.06252219443157461, makes_smalltalk: 0.049455121810569734, makes_deeptalk: 0.04086608454442072, gives_controversial_opinion: 0.034596397610084435, changes_the_topic: 0.04234156132178242, shows_interest: 0.04346375498994623, shows_concern: 0.04493859318692302, laughs: 0.07777022770059949, jokes: 0.03918400051067935, gives_an_insult: 0.057158347835430647, brags: 0.04750938826597255, yawns: 0.094319100909649, supports: 0.040880302387788704, rants: 0.04942995545853142, stands_in_corner: 0.06252219443157461, leaves_room: 0.08717790623475033, starts_conversation: 0.03918400051067935}",Hall,,65,9,leaves_room,91.0,13.0,Dorothy,[ 0.85331773  0.45454399 -0.34691846  0.14088795  0.04166852],[1.         0.9540677  0.63684022],"{shouts: 0.046286777489831114, shares: 0.05122015383486715, leaves_conversation: 0.04801591767428388, makes_smalltalk: 0.03882643234809704, makes_deeptalk: 0.06325010421395989, gives_controversial_opinion: 0.036093256130044334, changes_the_topic: 0.042164521612617925, shows_interest: 0.0871031226954823, shows_concern: 0.055181555096054526, laughs: 0.06182656567550359, jokes: 0.04249598761669677, gives_an_insult: 0.050210072220450985, brags: 0.046286777489831114, yawns: 0.08757061854766983, supports: 0.04864857143397375, rants: 0.04513923728203039, stands_in_corner: 0.04801591767428388, leaves_room: 0.059168423347624684, starts_conversation: 0.04249598761669677}",Lounge,Robin
66,66,9,Jacquelyn,[ 0.96646177 -0.06647421  0.71988081  0.36061508 -0.0990015 ],[-0.90047008  1.          0.47607644],"{shouts: 0.052445717410354094, shares: 0.07247029334484488, leaves_conversation: 0.027831530741795858, makes_smalltalk: 0.03629581284382738, makes_deeptalk: 0.15513830236839052, gives_controversial_opinion: 0.038610040260932156, changes_the_topic: 0.03645575493241084, shows_interest: 0.07561150027972346, shows_concern: 0.04186961502001422, laughs: 0.047394630201543046, jokes: 0.04907004306581096, gives_an_insult: 0.03454111053385137, brags: 0.052445717410354094, yawns: 0.05809148047512842, supports: 0.061262321898391175, rants: 0.04326695322367296, stands_in_corner: 0.027831530741795858, leaves_room: 0.04029760218134763, starts_conversation: 0.04907004306581096}",Lounge,Patrick,66,9,makes_deeptalk,92.0,13.0,Jacquelyn,[ 0.96646177 -0.06647421  0.71988081  0.36061508 -0.0990015 ],[-0.86047008  1.          0.50907644],"{shouts: 0.052445717410354094, shares: 0.07247029334484488, leaves_conversation: 0.027831530741795858, makes_smalltalk: 0.03629581284382738, makes_deeptalk: 0.15513830236839052, gives_controversial_opinion: 0.038610040260932156, changes_the_topic: 0.03645575493241084, shows_interest: 0.07561150027972346, shows_concern: 0.04186961502001422, laughs: 0.047394630201543046, jokes: 0.04907004306581096, gives_an_insult: 0.03454111053385137, brags: 0.052445717410354094, yawns: 0.05809148047512842, supports: 0.061262321898391175, rants: 0.04326695322367296, stands_in_corner: 0.027831530741795858, leaves_room: 0.04029760218134763, starts_conversation: 0.04907004306581096}",Lounge,Patrick
67,67,9,Phyllis,[-0.39077246 -0.80465577  0.36846605 -0.11969501 -0.75592353],[ 0.05935382 -0.56522296  0.9313408 ],"{shouts: 0.07512817058796054, shares: 0.04849921846976797, leaves_conversation: 0.03316722456491322, makes_smalltalk: 0.059887771454660406, makes_deeptalk: 0.04488410157223622, gives_controversial_opinion: 0.047340903884494946, changes_the_topic: 0.0494116868580792, shows_interest: 0.039769321797751035, shows_concern: 0.036912693202623345, laughs: 0.08434803181934175, jokes: 0.05347685505961983, gives_an_insult: 0.038712030141472675, brags: 0.07512817058796054, yawns: 0.06871296215030313, supports: 0.048741640913173394, rants: 0.05312835898043517, stands_in_corner: 0.03316722456491322, leaves_room: 0.056106778330673714, starts_conversation: 0.05347685505961983}",Kitchen,Agnes,67,9,supports,94.0,13.0,Patrick,[-0.95883101  0.9398197   0.66488528 -0.57532178 -0.63635007],[-0.52019098 -0.50551551 -0.20018714],"{shouts: 0.06957655625865215, shares: 0.04662475757045673, leaves_conversation: 0.03935654868128403, makes_smalltalk: 0.08150035254984699, makes_deeptalk: 0.04546877920488403, gives_controversial_opinion: 0.03787613302124162, changes_the_topic: 0.037121087533737426, shows_interest: 0.03781934306265424, shows_concern: 0.039432179326391176, laughs: 0.06520256203075359, jokes: 0.05041869048370279, gives_an_insult: 0.047498927867347156, brags: 0.06957655625865215, yawns: 0.06214830822444462, supports: 0.04896600353588321, rants: 0.06785699648862716, stands_in_corner: 0.03935654868128403, leaves_room: 0.0637809787364542, starts_conversation: 0.05041869048370279}",Lounge,Jacquelyn
68,68,9,Agnes,[ 0.32504457 -0.37657785  0.04013604  0.09342056 -0.63029109],[0.996      0.72626565 0.99329788],"{shouts: 0.06293877301379446, shares: 0.055931751930627216, leaves_conversation: 0.03169354582602385, makes_smalltalk: 0.040178558389498284, makes_deeptalk: 0.0520078727840738, gives_controversial_opinion: 0.04099435654875522, changes_the_topic: 0.04888935203588551, shows_interest: 0.05351037244433987, shows_concern: 0.037365122936388426, laughs: 0.11487745372218866, jokes: 0.049468599742640895, gives_an_insult: 0.03562276817560996, brags: 0.06293877301379446, yawns: 0.08914720827855069, supports: 0.046691558640058105, rants: 0.043417833438641674, stands_in_corner: 0.03169354582602385, leaves_room: 0.053163953510464226, starts_conversation: 0.049468599742640895}",Kitchen,Phyllis,68,9,changes_the_topic,95.0,13.0,Agnes,[ 0.32504457 -0.37657785  0.04013604  0.09342056 -0.63029109],[0.995      0.88126565 0.9901    ],"{shouts: 0.06293877301379446, shares: 0.055931751930627216, leaves_conversation: 0.03169354582602385, makes_smalltalk: 0.040178558389498284, makes_deeptalk: 0.0520078727840738, gives_controversial_opinion: 0.04099435654875522, changes_the_topic: 0.04888935203588551, shows_interest: 0.05351037244433987, shows_concern: 0.037365122936388426, laughs: 0.11487745372218866, jokes: 0.049468599742640895, gives_an_insult: 0.03562276817560996, brags: 0.06293877301379446, yawns: 0.08914720827855069, supports: 0.046691558640058105, rants: 0.043417833438641674, stands_in_corner: 0.03169354582602385, leaves_room: 0.053163953510464226, starts_conversation: 0.049468599742640895}",Kitchen,Phyllis
69,69,9,Dorothy,[ 0.85331773  0.45454399 -0.34691846  0.14088795  0.04166852],[0.97334405 0.8110677  0.59884022],"{shouts: 0.046286777489831114, shares: 0.05122015383486715, leaves_conversation: 0.04801591767428388, makes_smalltalk: 0.03882643234809704, makes_deeptalk: 0.06325010421395989, gives_controversial_opinion: 0.036093256130044334, changes_the_topic: 0.042164521612617925, shows_interest: 0.0871031226954823, shows_concern: 0.055181555096054526, laughs: 0.06182656567550359, jokes: 0.04249598761669677, gives_an_insult: 0.050210072220450985, brags: 0.046286777489831114, yawns: 0.08757061854766983, supports: 0.04864857143397375, rants: 0.04513923728203039, stands_in_corner: 0.04801591767428388, leaves_room: 0.059168423347624684, starts_conversation: 0.04249598761669677}",Lounge,Robin,69,9,shows_concern,96.0,13.0,Phyllis,[-0.39077246 -0.80465577  0.36846605 -0.11969501 -0.75592353],[ 0.13735382 -0.46022296  0.9730408 ],"{shouts: 0.07512817058796054, shares: 0.04849921846976797, leaves_conversation: 0.03316722456491322, makes_smalltalk: 0.059887771454660406, makes_deeptalk: 0.04488410157223622, gives_controversial_opinion: 0.047340903884494946, changes_the_topic: 0.0494116868580792, shows_interest: 0.039769321797751035, shows_concern: 0.036912693202623345, laughs: 0.08434803181934175, jokes: 0.05347685505961983, gives_an_insult: 0.038712030141472675, brags: 0.07512817058796054, yawns: 0.06871296215030313, supports: 0.048741640913173394, rants: 0.05312835898043517, stands_in_corner: 0.03316722456491322, leaves_room: 0.056106778330673714, starts_conversation: 0.05347685505961983}",Kitchen,Agnes
70,70,10,Robin,[-0.25091976  0.90142861  0.46398788  0.19731697 -0.68796272],[-0.67601096 -0.76983278  0.77695229],"{shouts: 0.07655987180318331, shares: 0.05214043044055023, leaves_conversation: 0.03229397311430043, makes_smalltalk: 0.059193911751783096, makes_deeptalk: 0.04895843300031232, gives_controversial_opinion: 0.03298589065217231, changes_the_topic: 0.03315694789892485, shows_interest: 0.045303135962283525, shows_concern: 0.04075600911988259, laughs: 0.07877462827221966, jokes: 0.0632321916336573, gives_an_insult: 0.03764411188021633, brags: 0.07655987180318331, yawns: 0.06892185772365128, supports: 0.057785780495236964, rants: 0.049806002598201705, stands_in_corner: 0.03229397311430043, leaves_room: 0.050400787102283094, starts_conversation: 0.0632321916336573}",Lounge,Dorothy,70,10,gives_an_insult,97.0,13.0,Robin,[-0.25091976  0.90142861  0.46398788  0.19731697 -0.68796272],[-0.63001096 -0.73283278  0.79795229],"{shouts: 0.07655987180318331, shares: 0.05214043044055023, leaves_conversation: 0.03229397311430043, makes_smalltalk: 0.059193911751783096, makes_deeptalk: 0.04895843300031232, gives_controversial_opinion: 0.03298589065217231, changes_the_topic: 0.03315694789892485, shows_interest: 0.045303135962283525, shows_concern: 0.04075600911988259, laughs: 0.07877462827221966, jokes: 0.0632321916336573, gives_an_insult: 0.03764411188021633, brags: 0.07655987180318331, yawns: 0.06892185772365128, supports: 0.057785780495236964, rants: 0.049806002598201705, stands_in_corner: 0.03229397311430043, leaves_room: 0.050400787102283094, starts_conversation: 0.0632321916336573}",Lounge,Dorothy
71,71,10,Patrick,[-0.95883101  0.9398197   0.66488528 -0.57532178 -0.63635007],[-0.53119098 -0.53751551 -0.26018714],"{shouts: 0.06957655625865215, shares: 0.04662475757045673, leaves_conversation: 0.03935654868128403, makes_smalltalk: 0.08150035254984699, makes_deeptalk: 0.04546877920488403, gives_controversial_opinion: 0.03787613302124162, changes_the_topic: 0.037121087533737426, shows_interest: 0.03781934306265424, shows_concern: 0.039432179326391176, laughs: 0.06520256203075359, jokes: 0.05041869048370279, gives_an_insult: 0.047498927867347156, brags: 0.06957655625865215, yawns: 0.06214830822444462, supports: 0.04896600353588321, rants: 0.06785699648862716, stands_in_corner: 0.03935654868128403, leaves_room: 0.0637809787364542, starts_conversation: 0.05041869048370279}",Lounge,Jacquelyn,71,10,gives_controversial_opinion,,,,,,,,
72,72,10,Ronnie,[-0.41754172  0.22370579 -0.72101228 -0.4157107  -0.26727631],[-0.08786003  0.57035192 -0.60065244],"{shouts: 0.04750938826597255, shares: 0.03917147959307089, leaves_conversation: 0.06252219443157461, makes_smalltalk: 0.049455121810569734, makes_deeptalk: 0.04086608454442072, gives_controversial_opinion: 0.034596397610084435, changes_the_topic: 0.04234156132178242, shows_interest: 0.04346375498994623, shows_concern: 0.04493859318692302, laughs: 0.07777022770059949, jokes: 0.03918400051067935, gives_an_insult: 0.057158347835430647, brags: 0.04750938826597255, yawns: 0.094319100909649, supports: 0.040880302387788704, rants: 0.04942995545853142, stands_in_corner: 0.06252219443157461, leaves_room: 0.08717790623475033, starts_conversation: 0.03918400051067935}",Kitchen,,72,10,leaves_room,,,,,,,,
73,73,10,Jacquelyn,[ 0.96646177 -0.06647421  0.71988081  0.36061508 -0.0990015 ],[-0.86047008  1.          0.50607644],"{shouts: 0.052445717410354094, shares: 0.07247029334484488, leaves_conversation: 0.027831530741795858, makes_smalltalk: 0.03629581284382738, makes_deeptalk: 0.15513830236839052, gives_controversial_opinion: 0.038610040260932156, changes_the_topic: 0.03645575493241084, shows_interest: 0.07561150027972346, shows_concern: 0.04186961502001422, laughs: 0.047394630201543046, jokes: 0.04907004306581096, gives_an_insult: 0.03454111053385137, brags: 0.052445717410354094, yawns: 0.05809148047512842, supports: 0.061262321898391175, rants: 0.04326695322367296, stands_in_corner: 0.027831530741795858, leaves_room: 0.04029760218134763, starts_conversation: 0.04907004306581096}",Lounge,Patrick,73,10,rants,,,,,,,,
74,74,10,Phyllis,[-0.39077246 -0.80465577  0.36846605 -0.11969501 -0.75592353],[ 0.05235382 -0.61522296  0.9111408 ],"{shouts: 0.07512817058796054, shares: 0.04849921846976797, leaves_conversation: 0.03316722456491322, makes_smalltalk: 0.059887771454660406, makes_deeptalk: 0.04488410157223622, gives_controversial_opinion: 0.047340903884494946, changes_the_topic: 0.0494116868580792, shows_interest: 0.039769321797751035, shows_concern: 0.036912693202623345, laughs: 0.08434803181934175, jokes: 0.05347685505961983, gives_an_insult: 0.038712030141472675, brags: 0.07512817058796054, yawns: 0.06871296215030313, supports: 0.048741640913173394, rants: 0.05312835898043517, stands_in_corner: 0.03316722456491322, leaves_room: 0.056106778330673714, starts_conversation: 0.05347685505961983}",Kitchen,Agnes,74,10,makes_deeptalk,,,,,,,,
75,75,10,Agnes,[ 0.32504457 -0.37657785  0.04013604  0.09342056 -0.63029109],[1.         0.82626565 1.        ],"{shouts: 0.06293877301379446, shares: 0.055931751930627216, leaves_conversation: 0.03169354582602385, makes_smalltalk: 0.040178558389498284, makes_deeptalk: 0.0520078727840738, gives_controversial_opinion: 0.04099435654875522, changes_the_topic: 0.04888935203588551, shows_interest: 0.05351037244433987, shows_concern: 0.037365122936388426, laughs: 0.11487745372218866, jokes: 0.049468599742640895, gives_an_insult: 0.03562276817560996, brags: 0.06293877301379446, yawns: 0.08914720827855069, supports: 0.046691558640058105, rants: 0.043417833438641674, stands_in_corner: 0.03169354582602385, leaves_room: 0.053163953510464226, starts_conversation: 0.049468599742640895}",Kitchen,Phyllis,75,10,laughs,,,,,,,,
76,76,10,Dorothy,[ 0.85331773  0.45454399 -0.34691846  0.14088795  0.04166852],[0.96734405 0.8180677  0.59684022],"{shouts: 0.046286777489831114, shares: 0.05122015383486715, leaves_conversation: 0.04801591767428388, makes_smalltalk: 0.03882643234809704, makes_deeptalk: 0.06325010421395989, gives_controversial_opinion: 0.036093256130044334, changes_the_topic: 0.042164521612617925, shows_interest: 0.0871031226954823, shows_concern: 0.055181555096054526, laughs: 0.06182656567550359, jokes: 0.04249598761669677, gives_an_insult: 0.050210072220450985, brags: 0.046286777489831114, yawns: 0.08757061854766983, supports: 0.04864857143397375, rants: 0.04513923728203039, stands_in_corner: 0.04801591767428388, leaves_room: 0.059168423347624684, starts_conversation: 0.04249598761669677}",Lounge,Robin,76,10,gives_controversial_opinion,,,,,,,,
77,77,11,Robin,[-0.25091976  0.90142861  0.46398788  0.19731697 -0.68796272],[-0.68101096 -0.73783278  0.81195229],"{shouts: 0.07655987180318331, shares: 0.05214043044055023, leaves_conversation: 0.03229397311430043, makes_smalltalk: 0.059193911751783096, makes_deeptalk: 0.04895843300031232, gives_controversial_opinion: 0.03298589065217231, changes_the_topic: 0.03315694789892485, shows_interest: 0.045303135962283525, shows_concern: 0.04075600911988259, laughs: 0.07877462827221966, jokes: 0.0632321916336573, gives_an_insult: 0.03764411188021633, brags: 0.07655987180318331, yawns: 0.06892185772365128, supports: 0.057785780495236964, rants: 0.049806002598201705, stands_in_corner: 0.03229397311430043, leaves_room: 0.050400787102283094, starts_conversation: 0.0632321916336573}",Lounge,Dorothy,77,11,makes_deeptalk,,,,,,,,
78,78,11,Patrick,[-0.95883101  0.9398197   0.66488528 -0.57532178 -0.63635007],[-0.52319098 -0.50951551 -0.23218714],"{shouts: 0.06957655625865215, shares: 0.04662475757045673, leaves_conversation: 0.03935654868128403, makes_smalltalk: 0.08150035254984699, makes_deeptalk: 0.04546877920488403, gives_controversial_opinion: 0.03787613302124162, changes_the_topic: 0.037121087533737426, shows_interest: 0.03781934306265424, shows_concern: 0.039432179326391176, laughs: 0.06520256203075359, jokes: 0.05041869048370279, gives_an_insult: 0.047498927867347156, brags: 0.06957655625865215, yawns: 0.06214830822444462, supports: 0.04896600353588321, rants: 0.06785699648862716, stands_in_corner: 0.03935654868128403, leaves_room: 0.0637809787364542, starts_conversation: 0.05041869048370279}",Lounge,Jacquelyn,78,11,shouts,,,,,,,,
79,79,11,Ronnie,[-0.41754172  0.22370579 -0.72101228 -0.4157107  -0.26727631],[-0.08786003  0.57035192 -0.60065244],"{shouts: 0.04750938826597255, shares: 0.03917147959307089, leaves_conversation: 0.06252219443157461, makes_smalltalk: 0.049455121810569734, makes_deeptalk: 0.04086608454442072, gives_controversial_opinion: 0.034596397610084435, changes_the_topic: 0.04234156132178242, shows_interest: 0.04346375498994623, shows_concern: 0.04493859318692302, laughs: 0.07777022770059949, jokes: 0.03918400051067935, gives_an_insult: 0.057158347835430647, brags: 0.04750938826597255, yawns: 0.094319100909649, supports: 0.040880302387788704, rants: 0.04942995545853142, stands_in_corner: 0.06252219443157461, leaves_room: 0.08717790623475033, starts_conversation: 0.03918400051067935}",Hall,,79,11,leaves_room,,,,,,,,
80,80,11,Jacquelyn,[ 0.96646177 -0.06647421  0.71988081  0.36061508 -0.0990015 ],[-0.86847008  1.          0.50007644],"{shouts: 0.052445717410354094, shares: 0.07247029334484488, leaves_conversation: 0.027831530741795858, makes_smalltalk: 0.03629581284382738, makes_deeptalk: 0.15513830236839052, gives_controversial_opinion: 0.038610040260932156, changes_the_topic: 0.03645575493241084, shows_interest: 0.07561150027972346, shows_concern: 0.04186961502001422, laughs: 0.047394630201543046, jokes: 0.04907004306581096, gives_an_insult: 0.03454111053385137, brags: 0.052445717410354094, yawns: 0.05809148047512842, supports: 0.061262321898391175, rants: 0.04326695322367296, stands_in_corner: 0.027831530741795858, leaves_room: 0.04029760218134763, starts_conversation: 0.04907004306581096}",Lounge,Patrick,80,11,changes_the_topic,,,,,,,,
81,81,11,Phyllis,[-0.39077246 -0.80465577  0.36846605 -0.11969501 -0.75592353],[ 0.10435382 -0.56422296  0.9121408 ],"{shouts: 0.07512817058796054, shares: 0.04849921846976797, leaves_conversation: 0.03316722456491322, makes_smalltalk: 0.059887771454660406, makes_deeptalk: 0.04488410157223622, gives_controversial_opinion: 0.047340903884494946, changes_the_topic: 0.0494116868580792, shows_interest: 0.039769321797751035, shows_concern: 0.036912693202623345, laughs: 0.08434803181934175, jokes: 0.05347685505961983, gives_an_insult: 0.038712030141472675, brags: 0.07512817058796054, yawns: 0.06871296215030313, supports: 0.048741640913173394, rants: 0.05312835898043517, stands_in_corner: 0.03316722456491322, leaves_room: 0.056106778330673714, starts_conversation: 0.05347685505961983}",Kitchen,Agnes,81,11,shouts,,,,,,,,
82,82,11,Agnes,[ 0.32504457 -0.37657785  0.04013604  0.09342056 -0.63029109],[0.99       0.87726565 0.99      ],"{shouts: 0.06293877301379446, shares: 0.055931751930627216, leaves_conversation: 0.03169354582602385, makes_smalltalk: 0.040178558389498284, makes_deeptalk: 0.0520078727840738, gives_controversial_opinion: 0.04099435654875522, changes_the_topic: 0.04888935203588551, shows_interest: 0.05351037244433987, shows_concern: 0.037365122936388426, laughs: 0.11487745372218866, jokes: 0.049468599742640895, gives_an_insult: 0.03562276817560996, brags: 0.06293877301379446, yawns: 0.08914720827855069, supports: 0.046691558640058105, rants: 0.043417833438641674, stands_in_corner: 0.03169354582602385, leaves_room: 0.053163953510464226, starts_conversation: 0.049468599742640895}",Kitchen,Phyllis,82,11,shows_interest,,,,,,,,
83,83,11,Dorothy,[ 0.85331773  0.45454399 -0.34691846  0.14088795  0.04166852],[1.         0.8980677  0.62684022],"{shouts: 0.046286777489831114, shares: 0.05122015383486715, leaves_conversation: 0.04801591767428388, makes_smalltalk: 0.03882643234809704, makes_deeptalk: 0.06325010421395989, gives_controversial_opinion: 0.036093256130044334, changes_the_topic: 0.042164521612617925, shows_interest: 0.0871031226954823, shows_concern: 0.055181555096054526, laughs: 0.06182656567550359, jokes: 0.04249598761669677, gives_an_insult: 0.050210072220450985, brags: 0.046286777489831114, yawns: 0.08757061854766983, supports: 0.04864857143397375, rants: 0.04513923728203039, stands_in_corner: 0.04801591767428388, leaves_room: 0.059168423347624684, starts_conversation: 0.04249598761669677}",Lounge,Robin,83,11,jokes,,,,,,,,
84,84,12,Robin,[-0.25091976  0.90142861  0.46398788  0.19731697 -0.68796272],[-0.62601096 -0.68583278  0.81195229],"{shouts: 0.07655987180318331, shares: 0.05214043044055023, leaves_conversation: 0.03229397311430043, makes_smalltalk: 0.059193911751783096, makes_deeptalk: 0.04895843300031232, gives_controversial_opinion: 0.03298589065217231, changes_the_topic: 0.03315694789892485, shows_interest: 0.045303135962283525, shows_concern: 0.04075600911988259, laughs: 0.07877462827221966, jokes: 0.0632321916336573, gives_an_insult: 0.03764411188021633, brags: 0.07655987180318331, yawns: 0.06892185772365128, supports: 0.057785780495236964, rants: 0.049806002598201705, stands_in_corner: 0.03229397311430043, leaves_room: 0.050400787102283094, starts_conversation: 0.0632321916336573}",Lounge,Dorothy,84,12,gives_an_insult,,,,,,,,
85,85,12,Patrick,[-0.95883101  0.9398197   0.66488528 -0.57532178 -0.63635007],[-0.51819098 -0.50951551 -0.20218714],"{shouts: 0.06957655625865215, shares: 0.04662475757045673, leaves_conversation: 0.03935654868128403, makes_smalltalk: 0.08150035254984699, makes_deeptalk: 0.04546877920488403, gives_controversial_opinion: 0.03787613302124162, changes_the_topic: 0.037121087533737426, shows_interest: 0.03781934306265424, shows_concern: 0.039432179326391176, laughs: 0.06520256203075359, jokes: 0.05041869048370279, gives_an_insult: 0.047498927867347156, brags: 0.06957655625865215, yawns: 0.06214830822444462, supports: 0.04896600353588321, rants: 0.06785699648862716, stands_in_corner: 0.03935654868128403, leaves_room: 0.0637809787364542, starts_conversation: 0.05041869048370279}",Lounge,Jacquelyn,85,12,shows_concern,,,,,,,,
